Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT371038,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29719,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09189/2020, complete genome"
MT371047,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Jeewandara,C., Ariyaratne,D., Gomes,L., Jayathilaka,D., Ranasinghe,D., Wijewickrama,A., Narangoda,E., Idampitiya,D., Malavige,G.N.",,Sri Lanka,Homo sapiens,,2020-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV38/2020, complete genome"
MT371048,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Jeewandara,C., Ariyaratne,D., Gomes,L., Jayathilaka,D., Ranasinghe,D., Wijewickrama,A., Narangoda,E., Idampitiya,D., Malavige,G.N.",,Sri Lanka,Homo sapiens,,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV53/2020, complete genome"
MT371049,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Jeewandara,C., Ariyaratne,D., Gomes,L., Jayathilaka,D., Ranasinghe,D., Wijewickrama,A., Narangoda,E., Idampitiya,D., Malavige,G.N.",,Sri Lanka,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV91/2020, complete genome"
MT371050,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Jeewandara,C., Ariyaratne,D., Gomes,L., Jayathilaka,D., Ranasinghe,D., Wijewickrama,A., Narangoda,E., Idampitiya,D., Malavige,G.N.",,Sri Lanka,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV486/2020, complete genome"
MT371568,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29740,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/2256/2020, complete genome"
MT371569,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/CzechiaMotol_2122/2020, complete genome"
MT371570,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29756,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/CzechiaMotol_2448/2020, complete genome"
MT371571,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29756,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/CzechiaMotol_1968/2020, complete genome"
MT371572,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29756,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/CzechiaMotol_2174/2020, complete genome"
MT371573,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29756,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-17,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/CzechiaMotol_1899/2020, complete genome"
MT371574,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29756,GenBank,complete,,,"Kramna,L., Polackova,K., Cinek,O.",,Czech Republic,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CZE/CzechiaMotol_1967/2020, complete genome"
MT372480,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,complete,,,"Chan,Y.F.",,Malaysia,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/188407/2020, complete genome"
MT372481,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29898,GenBank,complete,,,"Chan,Y.F.",,Malaysia,Homo sapiens,,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/189332/2020, complete genome"
MT372482,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Chan,Y.F.",,Malaysia,Homo sapiens,,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/190300/2020, complete genome"
MT372483,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29481,GenBank,partial,,,"Chan,Y.F.",,Malaysia,Homo sapiens,,2020-03-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/186197/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
7BV2_P,2020-04-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,20,GenBank,partial,,,"Yin,W., Mao,C., Luan,X., Shen,D.D., Shen,Q., Su,H., Wang,X., Zhou,F., Zhao,W., Gao,M., Chang,S., Xie,Y.C., Tian,G., Jiang,H.W., Tao,S.C., Shen,J., Jiang,Y., Jiang,H., Xu,Y., Zhang,S., Zhang,Y., Xu,H.E., Shen,D.",32358203,,,,,,"Chain P, The nsp12-nsp7-nsp8 complex bound to the template-primer RNA and triphosphate form of Remdesivir(RTP)"
7BV2_T,2020-04-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30,GenBank,partial,,,"Yin,W., Mao,C., Luan,X., Shen,D.D., Shen,Q., Su,H., Wang,X., Zhou,F., Zhao,W., Gao,M., Chang,S., Xie,Y.C., Tian,G., Jiang,H.W., Tao,S.C., Shen,J., Jiang,Y., Jiang,H., Xu,Y., Zhang,S., Zhang,Y., Xu,H.E., Shen,D.",32358203,,,,,,"Chain T, Templete"
LC542976,2020-04-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,partial,,,"Kumagai,R., Yoshida,I., Asakura,H., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-02,,"Severe acute respiratory syndrome coronavirus 2 TKYE6968_2020 RNA, complete genome"
LC542809,2020-04-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,partial,,,"Kumagai,R., Yoshida,I., Asakura,H., Nagashima,M., Chiba,T., Sadamasu,K.",,Japan,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 TKYE6947_2020 RNA, complete genome"
MT114412,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29889,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-902a/2020, complete genome"
MT114413,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-902b/2020, complete genome"
MT114414,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-903a/2020, complete genome"
MT114415,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-903b/2020, complete genome"
MT114416,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29867,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-907a/2020, complete genome"
MT114417,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-907b/2020, complete genome"
MT114418,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-908a/2020, complete genome"
MT114419,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,complete,,,"To,K.K.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,"saliva, oronasopharynx",2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-908b/2020, complete genome"
MT230904,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"Chan,J.F.W., Yuen,K.-Y.",,Hong Kong,Homo sapiens,oronasopharynx,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/HKG/HKU-001a/2020, complete genome"
MT358401,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29895,GenBank,complete,,,"Rose,R., Nolan,D., Garcia-Diaz,J., Yang,T., Caruso,L., Navia,W., Von Borstel,L., Zhou,X., Cross,S., Lamers,S., Feehan,A.",,"USA: New Orleans, LA",Homo sapiens,oronasopharynx,2020-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA096/2020, complete genome"
MT358402,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,GenBank,complete,,,"Rose,R., Nolan,D., Garcia-Diaz,J., Yang,T., Caruso,L., Navia,W., Von Borstel,L., Zhou,X., Cross,S., Moraga,D., Lamers,S., Feehan,A.",,"USA: New Orleans, LA",Homo sapiens,oronasopharynx,2020-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA097/2020, complete genome"
MT358637,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Pandit,R., Shah,T., Hinsu,A., Sabara,P., Puvar,A., Raval,J., Gandhi,M., Trivedi,P., Pandya,M., Kanani,A., Verma,A., Savaliya,N., Kumar,R., Kumar,D., Saiyed,Z., Kinariwala,D., Patel,D., Aring,B., Vaghela,G., Barve,S., Modi,B., Joshi,K., Sood,N., Shah,P., Dixit,R., Bagatharia,S., Joshi,M., Joshi,C.",,India: Rajkot,Homo sapiens,,2020-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC1/2020, complete genome"
MT358644,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29842,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-04-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4180/2020, complete genome"
MT358645,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4188/2020, complete genome"
MT358646,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29862,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4197/2020, complete genome"
MT358647,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4213/2020, complete genome"
MT358648,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4217/2020, complete genome"
MT358649,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29902,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4227/2020, complete genome"
MT358650,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29829,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4228/2020, complete genome"
MT358651,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29841,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4238/2020, complete genome"
MT358652,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29828,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4239/2020, complete genome"
MT358653,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29847,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4244/2020, complete genome"
MT358654,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29868,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4251/2020, complete genome"
MT358655,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29852,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4266/2020, complete genome"
MT358656,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29853,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4281/2020, complete genome"
MT358657,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4289/2020, complete genome"
MT358658,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29853,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4290/2020, complete genome"
MT358659,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29854,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4291/2020, complete genome"
MT358660,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29838,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4292/2020, complete genome"
MT358661,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29873,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: OR,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OR-UW-4300/2020, complete genome"
MT358662,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29862,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4315/2020, complete genome"
MT358663,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29829,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4316/2020, complete genome"
MT358664,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29821,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4318/2020, complete genome"
MT358665,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29835,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4321/2020, complete genome"
MT358666,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4322/2020, complete genome"
MT358667,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4324/2020, complete genome"
MT358668,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4326/2020, complete genome"
MT358669,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4329/2020, complete genome"
MT358670,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4330/2020, complete genome"
MT358671,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4335/2020, complete genome"
MT358672,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4340/2020, complete genome"
MT358673,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29872,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4341/2020, complete genome"
MT358674,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3809/2020, complete genome"
MT358675,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3810/2020, complete genome"
MT358676,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,partial,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3812/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; membrane glycoprotein (M) gene, complete cds; ORF6 protein (ORF6) gene, partial cds; and ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT358677,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3814/2020, complete genome"
MT358678,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3815/2020, complete genome"
MT358679,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3816/2020, complete genome"
MT358680,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29815,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3819/2020, complete genome"
MT358681,2020-04-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-3826/2020, complete genome"
